ID,Measure,Subject,,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
SC33Q12E,Responsibility - Courses offered - National education authority,Responsibility,,National education authority,מדיניות בית הספר,קביעת המקצועות,משרד החינוך,2012
SC34Q01,School Leadership - Enhance reputation,School Policies and Practices,,Enhance reputation,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q02,School Leadership - Student results,School Policies and Practices,,Student results,מדיניות בית הספר,מנהיגות חינוכית,תוצאות תלמידים,2012
SC34Q03,School Leadership - Development activities,School Policies and Practices,,Development activities,מדיניות בית הספר,מנהיגות חינוכית,פיתוח פעילויות,2012
SC34Q04,School Leadership - Educational goals,School Policies and Practices,,Educational goals,מדיניות בית הספר,מנהיגות חינוכית,מטרות חינוכיות,2012
SC34Q05,School Leadership - Educational research,School Policies and Practices,,Educational research,מדיניות בית הספר,מנהיגות חינוכית,מחקר חינוכי,2012
SC34Q06,School Leadership - Praise teacher learning,School Policies and Practices,,Praise teacher learning,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q07,School Leadership - Discuss problems,School Policies and Practices,,Discuss problems,מדיניות בית הספר,מנהיגות חינוכית,דיון בבעיות,2012
SC34Q08,School Leadership - Importance of social capacities,School Policies and Practices,,Importance of social capacities,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q09,School Leadership - Disruptive behaviour,School Policies and Practices,,Disruptive behaviour,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q10,School Leadership - Staff decision making,School Policies and Practices,,Staff decision making,מדיניות בית הספר,מנהיגות חינוכית,קבלת החלטות בצוות,2012
SC34Q11,School Leadership - Improvement culture,School Policies and Practices,,Improvement culture,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q12,School Leadership - Reviewing management,School Policies and Practices,,Reviewing management,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q13,School Leadership - Joint problem solving,School Policies and Practices,,Joint problem solving,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q14,School Leadership - Goal discussion,School Policies and Practices,,Goal discussion,מדיניות בית הספר,מנהיגות חינוכית,דיון על מטרות,2012
SC34Q15,School Leadership - Goal-oriented curriculum,School Policies and Practices,,Goal-oriented curriculum,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q16,School Leadership - Curricular strengths,School Policies and Practices,,Curricular strengths,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q17,School Leadership - Inservice activities,School Policies and Practices,,Inservice activities,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q18,School Leadership - Sharing ideas or information,School Policies and Practices,,Sharing ideas or information,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q19,School Leadership - Informal observations,School Policies and Practices,,Informal observations,מדיניות בית הספר,מנהיגות חינוכית,,2012
SC34Q20,School Leadership - Review student work,School Policies and Practices,,Review student work,מדיניות בית הספר,מנהיגות חינוכית,הערת עבודת תלמידים,2012
SC34Q22,School Leadership - Evaluate staff,School Policies and Practices,,Evaluate staff,מדיניות בית הספר,מנהיגות חינוכית,הערכת צוות,2012
SC35Q01,Maths Professional Development - All staff,School Policies and Practices,,All staff,מדיניות בית הספר,פיתוח מקצועי במתמטיקה,כל המורים,2012
SC35Q02,Maths Professional Development - Maths teachers,School Policies and Practices,,Maths teachers,מדיניות בית הספר,פיתוח מקצועי במתמטיקה,מורי מתמטיקה,2012
SC39Q01,Quality Assurance - Specification of profile,School Policies and Practices,,Specification of profile,מדיניות בית הספר,,,2012
SC39Q02,Quality Assurance - Specification of standards,School Policies and Practices,,Specification of standards,מדיניות בית הספר,,,2012
SC39Q03,Quality Assurance - Data recording,School Policies and Practices,,Data recording,מדיניות בית הספר,,,2012
SC39Q05,Quality Assurance - Internal evaluation,School Policies and Practices,,Internal evaluation,מדיניות בית הספר,,,2012
SC39Q06,Quality Assurance - External evaluation,School Policies and Practices,,External evaluation,מדיניות בית הספר,,,2012
SC39Q07,Quality Assurance - Student feed-back,School Policies and Practices,,Student feed-back,מדיניות בית הספר,,,2012
SC39Q08,Quality Assurance - Teacher mentoring,School Policies and Practices,,Teacher mentoring,מדיניות בית הספר,,,2012
SC39Q09,Quality Assurance - Expert consultation,School Policies and Practices,,Expert consultation,מדיניות בית הספר,,,2012
SC39Q10,Quality Assurance - Standardised maths policy,School Policies and Practices,,Standardised maths policy,מדיניות בית הספר,,,2012
SC40Q01,Maths Policy - Computer use,School Policies and Practices,,Computer use,מדיניות בית הספר,מדיניות מתמטיקה,שימוש במחשב,2012
SC40Q02,Maths Policy - Textbook,School Policies and Practices,,Textbook,מדיניות בית הספר,מדיניות מתמטיקה,שימוש בספרי לימוד,2012
SC40Q03,Maths Policy - Standardised curriculum,School Policies and Practices,,Standardised curriculum,מדיניות בית הספר,מדיניות מתמטיקה,שימוש בתכנית הלימודים,2012
SC44Q01,Student Transfer - Low achievement,School Policies and Practices,,Low achievement,מדיניות בית הספר,העברת תלמידים,הישגים נמוכים,2012
SC44Q02,Student Transfer - High achievement,School Policies and Practices,,High achievement,מדיניות בית הספר,העברת תלמידים,הישגים גבוהים,2012
SC44Q03,Student Transfer - Behavioural problems,School Policies and Practices,,Behavioural problems,מדיניות בית הספר,העברת תלמידים,בעיות התנהגות,2012
SC44Q04,Student Transfer - Special learning needs,School Policies and Practices,,Special learning needs,מדיניות בית הספר,העברת תלמידים,צרכים מיוחדים,2012
SC44Q05,Student Transfer - Parents request,School Policies and Practices,,Parents request,מדיניות בית הספר,העברת תלמידים,בקשת ההורים,2012
SC44Q06,Transfer - other reasons,School Policies and Practices,,other reasons,מדיניות בית הספר,העברת תלמידים,סיבות אחרות,2012
SC45Q01,Compulsory FE,Financial Education at School,,Compulsory,חינוך פיננסי,,,2012
SC46Q01,Teaching FE - Separate subject,Financial Education at School,,Separate subject,חינוך פיננסי,נושא נפרד,,2012
SC46Q02,Teaching FE - Cross-curricular subject,Financial Education at School,,Cross-curricular subject,חינוך פיננסי,נושא רוחב,,2012
SC46Q03,Teaching FE - Part of <business or economics> course,Financial Education at School,,Part of <business or economics> course,חינוך פיננסי,חלקה מכלכלה,,2012
SC46Q04,Teaching FE - Part of humanities subjects,Financial Education at School,,Part of humanities subjects,חינוך פיננסי,חלק ממדעי הרוח,,2012
SC46Q05,Teaching FE - Part of mathematics,Financial Education at School,,Part of mathematics,חינוך פיננסי,חלק ממתמטיקה,,2012
SC46Q06,Teaching FE - Extra-curricular activity,Financial Education at School,,Extra-curricular activity,חינוך פיננסי,פעילות חוץ לימודים,,2012
SC46Q07,Teaching FE - Private sector,Financial Education at School,,Private sector,חינוך פיננסי,מגזר פרטי,,2012
SC46Q08,Teaching FE - Public sector,Financial Education at School,,Public sector,חינוך פיננסי,מגזר ציבורי,,2012
SC46Q09,Teaching FE - Class teacher lessons,Financial Education at School,,Class teacher lessons,חינוך פיננסי,שיעורי מחנכת,,2012
SC47Q01,Availability of FE,Financial Education at School,,Availability,חינוך פיננסי,,,2012
SC51Q01,FE Professional development \96 FE Staff,Financial Education at School,,Staff,חינוך פיננסי,הכשרת חברי צוות,,2012
SC51Q02,FE Professional development \96 Non FE Staff,Financial Education at School,,Non Staff,חינוך פיננסי,הכשרה של אחרים,,2012
SC52Q01,Teaching FE \96 Teachers,Financial Education at School,,Teachers,חינוך פיננסי,,,2012
SC52Q02,Teaching FE \96 NGO,Financial Education at School,,NGO,חינוך פיננסי,,,2012
ABGMATH,Ability grouping for mathematics classes,School Index,,,מדדי בית ספר,הקבצות בשיעורי מתמטיקה,,2012
ASSESS,Use of assessment,School Index,,,מדדי בית ספר,שימוש בהערכה,,2012
CLSIZE,Class size,School Index,,,מדדי בית ספר,גודל כיתה,,2012
COMPWEB,Ratio of computers connected to WEB and number of computers,School Index,,,מדדי בית ספר,יחס מחשבים מחוברים למרשתת,,2012
CREACTIV,Extracurricular creative activities at school,School Index,,,מדדי בית ספר,פעילויות יצירתיות בבית הספר,,2012
RATCMP15,Ratio of computers for education and number of students in the <national modal grade for 15-year-olds>,School Index,,,מדדי בית ספר,יחס מחשבים לתלמיד,,2012
LEADCOM,Framing and communicating the school\92s goals and curricular development,School Index,,,מדדי בית ספר,,,2012
LEADINST,Instructional Leadership,School Index,,,מדדי בית ספר,מנהיגות חינוכית,,2012
LEADPD,Promoting instructional improvements and professional development,School Index,,,מדדי בית ספר,,,2012
